filename,brightness,contrast,blur_score,noise_level,activity,width,height
000001163.jpg,104.82788736979167,29.752015729350784,96.14738093479181,1.0,3107.6578993055555,1280,720
000003072.jpg,183.58861219618055,67.2651222597437,331.7753243290925,1.0,11032.327684461805,1280,720
000004812.jpg,93.28188416280864,74.92930664402552,31.71204704612451,0.0,1927.6390248842592,1920,1080
000005283.jpg,112.03500434027778,62.89683780546417,232.35144046804982,1.0,7236.338260995371,1920,1080
000013469.jpg,120.0854093481655,75.72104851084184,563.5395078887605,0.0,9778.03712431694,854,480
000015774.jpg,134.63550889756945,46.03267796131427,65.61942826779213,0.0,2586.2647005208332,1280,720
000022704.jpg,130.99048611111112,74.80318736810135,126.22061361226321,0.0,5593.93355324074,1920,1080
000024087.jpg,115.09570746527778,57.45961982465242,76.93973152766927,0.0,3719.7853665123457,1920,1080
000024100.jpg,111.842529296875,48.69738288549047,173.28176135863782,0.0,4993.529791666667,1280,720
000024293.jpg,131.5389559220679,46.767423178386906,33.73160049148137,0.0,1493.3993933256172,1920,1080
000025245.jpg,86.82916232638888,68.8771005536215,59.390187552131565,0.0,4952.324250578704,1920,1080
000030708.jpg,105.85194444444444,65.18921739671005,299.20150140821204,1.0,8432.850026041666,1280,720
000030973.jpg,154.81516710069445,35.96777802399478,79.4641004752536,0.0,2670.5969835069445,1280,720
000033016.jpg,128.34142144097223,53.38395791073959,37.19180868020587,0.0,2461.8897938368054,1280,720
000040154.jpg,101.14077473958334,48.45084092898872,807.2363530589341,5.0,17722.190577256944,1280,720
000041029.jpg,105.416171875,61.5873951159519,399.02009402083286,0.0,13217.602838541667,640,480
000050999.jpg,118.91475790895062,36.80527103387453,110.15027175667842,0.0,4699.393121141975,1920,1080
000055418.jpg,118.72888671875,60.02192843081607,93.75472462915019,0.0,5164.535169270834,1280,720
000059794.jpg,141.86998155381946,64.18533702217222,23.26536273529501,0.0,1478.3034765625,1280,720
000061164.jpg,91.05163290895062,65.09177702802535,72.5472622472169,1.0,4222.693200231482,1920,1080
000065339.jpg,92.58150282118055,37.90750685030752,317.6439702868038,3.0,8990.437456597223,1280,720
000071686.jpg,119.76487630208334,47.631195634540234,126.67073970523413,1.0,5791.579654947916,640,480
000078951.jpg,109.97462022569445,47.81319360389104,266.6098151779695,1.0,5932.126310763889,1280,720
000085370.jpg,46.29739908854167,46.39139819120097,100.7989790838441,0.0,4274.376276041667,1280,720
000090584.jpg,114.4291015625,36.09401763479825,180.82736311008006,0.0,6115.32669367284,1920,1080
000094304.jpg,119.77047309027778,59.250468993771015,475.4609692265932,2.0,12252.531798804011,1920,1080
000094342.jpg,113.11617296006945,63.01795409178664,281.614296677083,1.0,8003.728975694445,1280,720
000099186.jpg,97.48065972222223,82.85722629502118,290.616886476718,0.0,13357.219396701388,1280,720
000099899.jpg,114.77323893229166,45.343933132333056,58.25856083656124,1.0,2981.2557335069446,1280,720
000109154.jpg,113.0957497829861,60.088536797837726,147.3397460428121,0.0,5544.78841796875,1280,720
000111209.jpg,113.16191731770833,67.12450760873048,262.76568838728804,1.0,6793.075266927083,640,480
000114595.jpg,145.9014003537736,61.80733154973157,1286.9370097370204,3.0,22988.89233490566,848,480
000120361.jpg,96.92390950520833,65.40950537329655,494.12806961694287,1.0,14633.2385546875,640,480
000124344.jpg,103.96196940104167,68.18170959336956,239.37372872352134,0.0,6713.403971354167,1280,720
000128443.jpg,139.82458188657407,60.43992076900344,33.047158522609315,0.0,1876.3687297453703,1920,1080
000131987.jpg,82.2478587962963,72.92975526210937,329.3211576631335,1.0,6231.758182870371,960,720
000133364.jpg,118.03379557291667,63.3314121436531,512.1115162217459,1.0,18839.4509765625,640,480
000135363.jpg,119.36119140625,66.07915044930121,847.2817289407413,1.0,14382.179856770834,640,480
000141822.jpg,162.28357421875,52.27388056734176,98.705567003621,0.0,3387.9821940104166,1280,720
000142573.jpg,127.54740547839506,88.0542997468983,372.8142673729978,0.0,7979.427717978395,1920,1080
000142834.jpg,105.01136393229167,50.52133809869765,112.33629505990935,1.0,6884.919359809028,1280,720
000144722.jpg,116.44936414930555,73.0888765315391,371.91440570783135,1.0,12323.377710503471,1280,720
000147382.jpg,109.30914641203704,98.59802893203778,109.71709361419683,0.0,5498.783246527778,960,720
000156511.jpg,113.3072189670139,82.89189829221677,479.0689956266513,1.0,13746.907632378472,1280,720
000165249.jpg,123.455615234375,55.28860499287855,64.72002354080294,0.0,2967.6047591145834,1280,720
000170503.jpg,115.88459743923612,66.47737783358471,316.8245794863809,1.0,11760.115436197917,1280,720
000172482.jpg,101.94292181069959,52.9497053908658,72.40912829842215,0.0,2232.237439557613,1440,1080
000187274.jpg,153.49509440104165,72.13755845061816,361.14145812366144,0.0,11152.701302083333,1280,720
000199214.jpg,87.30968159848523,63.40542760663977,570.5747017986761,1.0,12274.6874732174,854,470
000208064.jpg,100.15011935763889,48.33645283336166,49.439503880478426,0.0,2848.4129231770835,1280,720
000208151.jpg,83.80443045910494,69.06391489632618,102.30319526919557,0.0,4833.219792631173,1920,1080
000214092.jpg,159.57852213541668,59.59868637484876,37.60111761858436,0.0,1968.4938802083334,1280,720
000234747.jpg,110.02716145833334,58.325981252595284,53.73707355959736,0.0,2943.6467838541666,1280,720
000245459.jpg,186.84883680555555,27.76180721097244,24.5888638109737,0.0,1025.6822504340278,1280,720
000249545.jpg,18.520247395833334,48.293711177147195,198.2224759457011,0.0,4279.791840277778,1280,720
000252176.jpg,115.67899691358025,62.918811260334294,52.12419495995264,0.0,2555.3916425540124,1920,1080
000252755.jpg,173.82115981867284,69.52085742270111,252.71401654574228,0.0,13470.670786072531,1920,1080
000263216.jpg,96.46290473090278,31.192622008702894,390.3968354491999,0.0,11057.955713975694,1280,720
000267099.jpg,40.023220486111114,38.40898831156651,125.62869634783581,0.0,3842.891169704861,1280,720
000272874.jpg,84.77594714506174,61.17143944545524,82.16213298543548,0.0,4176.481653163581,1920,1080
000275100.jpg,102.270224609375,62.13592005710368,443.62267860306633,0.0,17269.49399739583,640,480
000298013.jpg,109.98929904513889,70.6023155898782,94.09281163073886,0.0,4695.571814236111,1280,720
000302087.jpg,140.49391493055555,65.27998506617823,93.60119068251664,0.0,6428.108842592593,1920,1080
000312165.jpg,123.89546657986111,79.49787604345366,39.411717083060914,0.0,2423.7415559895835,1280,720
000316731.jpg,180.88072699652778,68.25172819781808,141.53842295455814,0.0,3520.427712673611,1280,720
000321826.jpg,131.72561969521604,57.270554371591025,303.44753520287315,0.0,10434.853380594135,1920,1080
000324793.jpg,108.33944444444444,59.70089482948606,509.5478373855969,0.0,12880.84413845486,1280,720
000336238.jpg,115.38995334201388,77.13257551020342,902.8553578722624,0.0,16925.065546875,1280,720
000337885.jpg,117.9206071566358,52.333208960892875,28.475372235080208,0.0,1488.930908564815,1920,1080
000338399.jpg,117.52519272053084,53.867924844711304,161.19583442210447,0.0,8414.161548594848,854,480
000338785.jpg,96.066376953125,43.585960083101526,428.96360335531244,1.0,11290.550787760416,640,480
000346846.jpg,135.24744683159722,56.713761541156195,119.44005566585209,0.0,5323.258187934028,1280,720
000350466.jpg,112.18278452932098,55.464942495135425,24.26852718740474,1.0,2179.146123649691,1920,1080
000351085.jpg,113.66187934027778,56.50785404872357,21.628777252590552,0.0,1365.2561950231482,1920,1080
000354899.jpg,111.23501627604166,62.30285133866764,721.3295600161129,1.0,14190.922936197916,640,480
000360424.jpg,123.6559799382716,49.20265366906328,199.27719130444106,1.0,4169.64216563786,810,480
000361586.jpg,114.65241102430555,24.792976594479175,43.3048407736778,0.0,996.0656532118055,1280,720
000364670.jpg,148.94607421875,63.964855377938086,470.6579567906591,2.0,11970.52677734375,640,480
000365631.jpg,78.39584526909722,40.2376917631215,938.0579488972687,4.0,19797.445536024305,1280,720
000371966.jpg,111.22822375127421,62.136291554449386,525.1703549297882,1.0,15391.363060652395,654,480
000374509.jpg,110.95312174479167,71.14228898350734,153.63266925039284,1.0,5269.23734375,1280,720
000377819.jpg,69.9467892795139,33.24679351575569,63.72208224758572,0.0,4591.7701215277775,1280,720
000381992.jpg,83.57308376736111,61.814841085841266,78.76583861399992,0.0,4223.3468229166665,1280,720
000383029.jpg,110.910654296875,65.98051975201753,522.1181586015065,3.0,17348.503177083334,640,480
000391837.jpg,107.611064453125,72.46944369079922,510.50695287475594,0.0,15437.040123697916,640,480
000392606.jpg,72.76129557291667,58.420695495034735,401.61814887152775,0.0,9767.021050347223,1280,720
000392932.jpg,83.47649305555555,65.16534379606219,350.7047556115421,1.0,12774.189613715278,1280,720
000402528.jpg,203.02499131944444,79.01752867353886,129.91010623394527,0.0,4093.1615516493057,1280,720
000406059.jpg,182.49982204861112,44.270996872978614,5.399067726849469,0.0,554.4890190972222,1920,1080
000410145.jpg,97.67039388020834,64.01364836394725,441.2843943254153,1.0,11516.653333333334,640,480
000412715.jpg,63.236083984375,42.5638422021184,218.92447472183323,1.0,5101.403181423611,1280,720
000418744.jpg,116.83439778645834,50.44266477321054,631.8267103052775,3.0,13438.83171875,640,480
000419716.jpg,174.29446903935184,67.8197128032633,12.15592416460235,0.0,1285.0164197530864,1920,1080
000428176.jpg,75.13601851851851,59.29897042646311,213.35926212363321,0.0,5645.257615740741,720,480
000435958.jpg,52.08323025173611,45.22904648407786,32.869075952429824,0.0,2185.921781684028,1280,720
000436327.jpg,107.57309244791666,40.389443155749966,95.39776290511026,0.0,5775.7654427083335,640,480
000437064.jpg,105.23524848090278,80.14760893937579,251.11320658928076,1.0,7310.971200086806,1280,720
000437368.jpg,73.90078993055556,68.98506283494484,219.7191499987944,1.0,11706.216440972223,1280,720
000437398.jpg,81.15744454089506,44.26503487614281,335.9593734989851,1.0,6325.90108121142,1920,1080
000440161.jpg,168.1278949652778,55.51354905776578,22.656362734076417,0.0,1416.4885004340279,1280,720
000448169.jpg,129.9914670138889,44.318547802904,100.01919153166874,0.0,6241.345451388889,1280,720
000460055.jpg,108.47956922743056,65.4487032529807,401.2841689447463,0.0,7140.581373697917,1280,720
000460994.jpg,76.6985329861111,58.40397893688724,28.828402631896196,0.0,1820.1410807291666,1280,720
000463202.jpg,113.34556742779078,56.5932211544394,524.6304615534679,1.0,13371.7412470726,854,480
